,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
639,20,217.4774220622939,0.1810802848145661,0.0001507745918522,3,27:03:2013 ,21,6,43.7088457,-72.2839017,1364393163,True,1.0,,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,5.0
543,20,9.539651922929304,0.0079497099357744,6.624758279812016e-06,3,27:03:2013 ,22,6,43.7086822,-72.2836366,1364396762,False,0.0,3599.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,6.0
412,20,196.24313354383264,0.1635359446198605,0.0001362799538498,3,27:03:2013 ,22,26,43.7072525,-72.2860152,1364397962,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
413,20,13.410530161579375,0.0111754418013161,9.312868167763457e-06,3,27:03:2013 ,23,6,43.707168,-72.2861303,1364400362,False,0.0,2400.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
116,20,127.0915616372649,0.1058214501559241,8.811111586671452e-05,3,27:03:2013 ,23,26,43.7062421,-72.2890705,1364401563,True,1.0,1201.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
194,20,12.381136567585038,0.0103176138063208,8.598011505267387e-06,4,28:03:2013 ,0,6,43.7061088,-72.2892383,1364403962,False,0.0,2399.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
117,20,21.72875325831621,0.0181072943819301,1.5089411984941812e-05,4,28:03:2013 ,0,26,43.7062671,-72.2890861,1364405162,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
342,20,375.925254514042,0.3130102035920416,0.0002606246491191,4,28:03:2013 ,0,46,43.7035284,-72.2898115,1364406363,True,1.0,1201.0,"McNutt Hall, 10, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,McNutt Hall,us,1.0
468,20,108.92016230901892,0.0907668019241824,7.563900160348536e-05,4,28:03:2013 ,1,6,43.7027349,-72.2899297,1364407563,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
668,20,399.03475414351715,0.1661260425243618,6.916154976035047e-05,4,28:03:2013 ,8,6,43.6998981,-72.291582,1364432764,True,1.0,25201.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,4.0
393,20,403.77047829611973,0.1682376992900499,7.009904137085412e-05,4,28:03:2013 ,19,46,43.7028146,-72.290015,1364474762,True,1.0,41998.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
394,20,2.3197908493719637,0.0019331590411433,1.6109658676194192e-06,4,28:03:2013 ,20,46,43.7028045,-72.2899926,1364478362,False,0.0,3600.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
549,20,234.06665589240484,0.1948931356306451,0.000162275716595,4,28:03:2013 ,21,6,43.7010993,-72.2866683,1364479563,True,1.0,1201.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
544,20,1043.3859770574484,0.4347441571072701,0.0001811433987946,4,28:03:2013 ,23,26,43.7086647,-72.2836453,1364487962,True,1.0,8399.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,6.0
582,20,36.0173173328499,0.0300144311107082,2.5012025925590207e-05,4,28:03:2013 ,23,46,43.7089271,-72.2840177,1364489162,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
624,20,1072.114413470589,0.8934286778921574,0.0007445238982434,5,29:03:2013 ,0,6,43.7011165,-72.2868261,1364490362,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,2.0
496,20,73.28677205091019,0.0610214588267362,5.080887495981366e-05,5,29:03:2013 ,3,6,43.701626,-72.2880642,1364501163,True,1.0,10801.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,8.0
0,20,684.3332808102903,0.2852577243894499,0.0001189069297163,5,29:03:2013 ,3,46,43.7066115,-72.287021,1364503562,True,1.0,2399.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
1,20,3.1982234986515174,0.0026651862488762,2.2209885407302207e-06,5,29:03:2013 ,4,6,43.7065882,-72.2870319,1364504762,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
414,20,85.50086101382857,0.0712507175115238,5.937559792626984e-05,5,29:03:2013 ,4,26,43.7072111,-72.2861665,1364505962,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
669,20,1010.2164386510716,0.4209235161046131,0.0001753847983769,5,29:03:2013 ,6,46,43.6999142,-72.2915505,1364514362,True,1.0,8400.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,4.0
508,20,379.2684457762112,0.10532308963516,2.924828926274924e-05,5,29:03:2013 ,7,46,43.7026772,-72.2901995,1364517963,True,1.0,3601.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
646,20,255.41187438705165,0.2128432286558763,0.0001773693572132,5,29:03:2013 ,8,6,43.7008165,-72.2828731,1364519163,True,1.0,1200.0,"Leverone Field House, 26, South Park Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Leverone Field House,us,1.0
494,20,273.6682710047063,0.2280568925039219,0.0001900474104199,5,29:03:2013 ,11,6,43.7027794,-72.2854805,1364529962,True,1.0,10799.0,"Topliff Courts, Crosby Street, Hanover, Grafton County, New Hampshire, 03755, United States",pitch,leisure,Topliff Courts,us,1.0
469,20,6.780929311719651,0.005650774426433,4.708978688694202e-06,5,29:03:2013 ,11,26,43.70273,-72.289942,1364531162,False,0.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
415,20,619.5687631778127,0.5163073026481773,0.0004302560855401,5,29:03:2013 ,11,46,43.7072437,-72.286055,1364532362,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
583,20,229.14462351847507,0.1909538529320625,0.0001591282107767,5,29:03:2013 ,21,6,43.708921,-72.284076,1364565962,True,1.0,33600.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
637,20,48.39828408396544,0.0403319034033045,3.3609919502753773e-05,5,29:03:2013 ,21,26,43.7085684,-72.2842728,1364567162,True,1.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,2.0
584,20,31.117115377736816,0.0259309294814473,2.160910790120612e-05,5,29:03:2013 ,21,46,43.7087951,-72.2841424,1364568362,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
585,20,5.627706508386144,0.0046897554236551,3.9081295197126e-06,5,29:03:2013 ,22,6,43.7087541,-72.2840475,1364569562,False,0.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
470,20,829.6479260855227,0.6913732717379356,0.0005761443931149,5,29:03:2013 ,22,26,43.7027099,-72.2898691,1364570762,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
471,20,6.753476930639268,0.0056232114326721,4.682107770751176e-06,5,29:03:2013 ,23,6,43.7027589,-72.2898601,1364573163,False,0.0,2401.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
373,20,117.56785121165626,0.0980549217778617,8.1780585302637e-05,5,29:03:2013 ,23,26,43.7036154,-72.2896965,1364574362,True,1.0,1199.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
195,20,348.6783500347739,0.2903233555660066,0.0002417346840682,5,29:03:2013 ,23,46,43.7061556,-72.2892246,1364575563,True,1.0,1201.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
196,20,13.561594922192423,0.011301329101827,9.417774251522516e-06,6,30:03:2013 ,0,26,43.7061672,-72.2891698,1364577962,False,0.0,2399.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
416,20,145.81420348293497,0.1215118362357791,0.0001012598635298,6,30:03:2013 ,0,46,43.7072295,-72.2861441,1364579162,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
417,20,0.0549049247631745,4.575410396931211e-05,3.812841997442676e-08,6,30:03:2013 ,1,26,43.7072478,-72.2860651,1364581562,False,0.0,2400.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
395,20,605.9657127772858,0.2524857136572024,0.0001052023806905,6,30:03:2013 ,2,6,43.7028332,-72.2900365,1364583962,True,1.0,2400.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
648,20,376.6326192146429,0.0784651290030506,1.634690187563554e-05,6,30:03:2013 ,5,6,43.7000666,-72.2916165,1364594762,True,1.0,10800.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,8.0
531,20,184.11683541636063,0.0046835958234682,1.1914211857923373e-07,6,30:03:2013 ,21,1,43.7012489,-72.2870646,1364652073,True,1.0,57311.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,7.0
670,20,194.0962153176881,0.0808734230490367,3.3697259603765296e-05,6,30:03:2013 ,23,1,43.6998382,-72.2914956,1364659271,True,1.0,7198.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,4.0
649,20,11.20106819910212,0.0093342234992517,7.778519582709805e-06,6,30:03:2013 ,23,21,43.6999198,-72.2916119,1364660471,False,0.0,1200.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,8.0
396,20,395.60306226977224,0.3296692185581435,0.0002747243487984,6,30:03:2013 ,23,41,43.7028018,-72.2899586,1364661671,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
365,20,142.68730402587624,0.1189060866882302,9.908840557352516e-05,0,31:03:2013 ,2,1,43.7038605,-72.2898846,1364670071,True,1.0,8400.0,"Parkhurst Hall, 14, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Parkhurst Hall,us,2.0
281,20,262.22950204435097,0.2181609833979625,0.0001814983222944,0,31:03:2013 ,2,21,43.7057709,-72.2889533,1364671273,True,1.0,1202.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
523,20,205.2079963708737,0.1712921505599947,0.0001429817617362,0,31:03:2013 ,2,41,43.7072659,-72.2860308,1364672471,True,1.0,1198.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,8.0
497,20,773.4990133705265,0.6445825111421054,0.0005371520926184,0,31:03:2013 ,3,1,43.7016308,-72.2880319,1364673671,True,1.0,1200.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,8.0
650,20,233.61521463691997,0.1946793455307666,0.0001622327879423,0,31:03:2013 ,3,21,43.6999289,-72.2916389,1364674871,True,1.0,1200.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,8.0
418,20,1003.806205936718,0.0093925145353524,8.788482156720977e-08,1,01:04:2013 ,9,2,43.7072418,-72.2860545,1364781744,True,1.0,106873.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
586,20,197.87656684324324,0.164897139036036,0.00013741428253,1,01:04:2013 ,21,2,43.7086716,-72.2840094,1364824949,True,1.0,43205.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
545,20,11.98290417658621,0.0099857534804885,8.321461233740424e-06,1,01:04:2013 ,21,42,43.708712,-72.2837373,1364827349,False,0.0,2400.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,6.0
640,20,22.922606738648327,0.0191021722822069,1.5918476901839114e-05,1,01:04:2013 ,22,2,43.708879,-72.2839734,1364828549,True,1.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,5.0
419,20,227.12692124932855,0.1892724343744404,0.0001577270286453,1,01:04:2013 ,22,22,43.7072243,-72.2860893,1364829749,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
420,20,1.6334215736740394,0.0013611846447283,1.1343205372736384e-06,1,01:04:2013 ,23,2,43.7072345,-72.2861188,1364832149,False,0.0,2400.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
542,20,39.66877878057418,0.0329201483656217,2.7319625199686076e-05,1,01:04:2013 ,23,22,43.7075235,-72.2865547,1364833354,True,1.0,1205.0,"Goldstein Hall, 6, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Goldstein Hall,us,1.0
213,20,205.13906782542924,0.1716644919041249,0.0001436522944804,1,01:04:2013 ,23,42,43.706029,-72.2893107,1364834549,True,1.0,1195.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
197,20,25.901561766341818,0.0215846348052848,1.7987195671070705e-05,2,02:04:2013 ,0,2,43.7062177,-72.2891568,1364835749,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
198,20,2.3060200663939754,0.0019216833886616,1.6014028238847052e-06,2,02:04:2013 ,0,22,43.7062345,-72.2891086,1364836949,False,0.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
524,20,141.49038636152406,0.11790865530127,9.825721275105838e-05,2,02:04:2013 ,0,42,43.7072653,-72.2860135,1364838149,True,1.0,1200.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,8.0
509,20,615.2174130009499,0.5122542989183596,0.0004265231464765,2,02:04:2013 ,4,2,43.7027689,-72.2842416,1364850150,True,1.0,12001.0,"Alumni Gymnasium, 16, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",sports_centre,leisure,Alumni Gymnasium,us,1.0
525,20,578.5399434384865,0.4821166195320721,0.00040176384961,2,02:04:2013 ,7,42,43.707277,-72.2860221,1364863349,True,1.0,13199.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,8.0
278,20,136.6175742212056,0.1138479785176713,9.487331543139275e-05,2,02:04:2013 ,20,43,43.7062346,-72.2866607,1364910187,True,1.0,46838.0,"Guarini Institute for International Education, 44, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Guarini Institute for International Education,us,1.0
550,20,710.1409271216161,0.5917841059346801,0.0004931534216122,2,02:04:2013 ,21,3,43.7010611,-72.2866999,1364911387,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
495,20,228.0407108069749,0.190033925672479,0.000158361604727,2,02:04:2013 ,23,3,43.7027438,-72.2900127,1364918587,True,1.0,7200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,1.0
397,20,3.815987447377665,0.0031799895394813,2.649991282901156e-06,2,02:04:2013 ,23,43,43.7027927,-72.2900181,1364920987,False,0.0,2400.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
421,20,605.9109456844437,0.5049257880703698,0.0004207714900586,3,03:04:2013 ,0,3,43.7072069,-72.2861387,1364922187,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
422,20,0.3706082742539227,0.0003088402285449,2.573668571207797e-07,3,03:04:2013 ,0,43,43.7072335,-72.2860719,1364924587,False,0.0,2400.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
551,20,845.5917138631281,0.7046597615526068,0.0005872164679605,3,03:04:2013 ,1,3,43.7010732,-72.2866594,1364925787,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
151,20,781.7645351819052,0.651470445984921,0.0005428920383207,3,03:04:2013 ,5,3,43.7067948,-72.2870615,1364940187,True,1.0,14400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
2,20,28.001598830804195,0.0233346656923368,1.9445554743614026e-05,3,03:04:2013 ,5,23,43.7065908,-72.287083,1364941387,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
208,20,88.10916171828971,0.073424301431908,6.118691785992341e-05,3,03:04:2013 ,5,43,43.7059489,-72.2891393,1364942587,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
472,20,438.8347513280965,0.365695626106747,0.0003047463550889,3,03:04:2013 ,6,3,43.7027519,-72.2899212,1364943787,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
423,20,622.3141190703059,0.2592975496126274,0.0001080406456719,3,03:04:2013 ,10,23,43.7072323,-72.2861035,1364959387,True,1.0,15600.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
398,20,611.4151241466102,0.5095126034555085,0.0004245938362129,3,03:04:2013 ,20,3,43.7028046,-72.289949,1364994187,True,1.0,34800.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
473,20,5.68280217638881,0.004735668480324,3.946390400270007e-06,3,03:04:2013 ,20,23,43.7027632,-72.2899874,1364995387,False,0.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
546,20,810.4722932876426,0.3376967888698511,0.0001407069953624,3,03:04:2013 ,21,3,43.7086677,-72.2836063,1364997787,True,1.0,2400.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,6.0
630,20,5.284555507695525,0.0044037962564129,3.669830213677448e-06,3,03:04:2013 ,21,43,43.7086934,-72.2839543,1365000187,False,0.0,2400.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,2.0
587,20,25.43448655046751,0.0211954054587229,1.7662837882269105e-05,3,03:04:2013 ,22,3,43.7088787,-72.284012,1365001387,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
526,20,220.60696183744636,0.1838391348645386,0.0001531992790537,3,03:04:2013 ,22,23,43.7072715,-72.2860659,1365002587,True,1.0,1200.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,8.0
424,20,2.3471858124675062,0.0019559881770562,1.6299901475468792e-06,3,03:04:2013 ,23,3,43.7072348,-72.2860884,1365004987,False,0.0,2400.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
245,20,59.42093121820686,0.049517442681839,4.126453556819921e-05,3,03:04:2013 ,23,23,43.7068019,-72.2874369,1365006187,True,1.0,1200.0,"Parker House, 7, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",educational_institution,office,Parker House,us,2.0
199,20,78.28101767085555,0.0652341813923796,5.436181782698301e-05,3,03:04:2013 ,23,43,43.7062316,-72.2891627,1365007387,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
118,20,3.568839723592505,0.0029740331029937,2.478360919161462e-06,4,04:04:2013 ,0,23,43.7062817,-72.2890392,1365009787,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
552,20,711.952664316092,0.2966469434650383,0.0001236028931104,4,04:04:2013 ,1,3,43.701095,-72.2866814,1365012187,True,1.0,2400.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
514,20,61.49556889544101,0.0512463074128675,4.270525617738958e-05,4,04:04:2013 ,3,3,43.7015269,-72.2868835,1365019387,True,1.0,7200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
484,20,143.53938984271142,0.1196161582022595,9.968013183521628e-05,4,04:04:2013 ,3,23,43.7025726,-72.289646,1365020587,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
376,20,65.5169338709605,0.0060663827658296,5.617021079471922e-07,4,04:04:2013 ,6,23,43.7030499,-72.2907614,1365031387,True,1.0,10800.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,4.0
344,20,2.8963024402601913,0.0024135853668834,2.0113211390695777e-06,4,04:04:2013 ,7,3,43.7030776,-72.2905977,1365033787,False,0.0,2400.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
425,20,564.2371599496829,0.4701976332914024,0.0003918313610761,4,04:04:2013 ,7,23,43.7071882,-72.286149,1365034987,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
553,20,840.2522122490469,0.3501050884371028,0.0001458771201821,4,04:04:2013 ,21,3,43.7010725,-72.2866909,1365084187,True,1.0,49200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
588,20,1062.7670994341277,0.443004209851658,0.0001846620299506,4,04:04:2013 ,23,23,43.7088317,-72.2840357,1365092587,True,1.0,8400.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
589,20,5.43553857212493,0.0045296154767707,3.7746795639756457e-06,4,04:04:2013 ,23,43,43.7088713,-72.2840265,1365093787,False,0.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
554,20,1068.9438801207184,0.4453932833836326,0.0001855805347431,5,05:04:2013 ,0,23,43.7010838,-72.2865674,1365096187,True,1.0,2400.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
390,20,815.2017266224069,0.3396673860926695,0.0001415280775386,5,05:04:2013 ,3,23,43.7070318,-72.286825,1365106987,True,1.0,10800.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,1.0
675,20,275.2097186629157,0.2293414322190964,0.0001911178601825,5,05:04:2013 ,3,43,43.7090368,-72.2843139,1365108187,True,1.0,1200.0,"Dewey Field Road, Hanover, Grafton County, New Hampshire, 03755, United States",bicycle_parking,amenity,,us,2.0
676,20,0.6314001007698735,0.0005261667506415,4.3847229220130107e-07,5,05:04:2013 ,4,43,43.7090918,-72.2843254,1365111787,False,0.0,3600.0,"Dewey Field Road, Hanover, Grafton County, New Hampshire, 03755, United States",bicycle_parking,amenity,,us,2.0
426,20,255.0183377119834,0.2125152814266528,0.0001770960678555,5,05:04:2013 ,5,3,43.7072339,-72.2861332,1365112987,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
218,20,193.5268773822732,0.161272397818561,0.0001343936648488,5,05:04:2013 ,20,23,43.705858,-72.2887498,1365168187,True,1.0,55200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
219,20,1.2490967548876024,0.0010409139624063,8.674283020052794e-07,5,05:04:2013 ,20,43,43.7058671,-72.2887301,1365169387,False,0.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
