,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
126,20,0.0,0.0,0.0,4,18:04:2013 ,0,23,43.7062891,-72.2889062,1366219395,False,0.0,2399.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
247,20,103.66083596904686,0.0863840299742057,7.198669164517143e-05,4,18:04:2013 ,0,43,43.7070443,-72.2860814,1366220595,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
561,20,813.95253929337,0.6777290085706661,0.0005643039205417,4,18:04:2013 ,1,3,43.7011145,-72.2866939,1366221796,True,1.0,1201.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
633,20,23.102053769610105,0.019267767947965,1.6069864844007554e-05,4,18:04:2013 ,1,23,43.7009462,-72.2865611,1366222995,True,1.0,1199.0,"The Lodge, 19, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,The Lodge,us,4.0
490,20,228.2055288247323,0.1901712740206103,0.0001584760616838,4,18:04:2013 ,3,3,43.7026677,-72.2891431,1366228995,True,1.0,6000.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
351,20,64.10306444365371,0.0066774025462139,6.955627652306175e-07,4,18:04:2013 ,5,43,43.7031347,-72.290538,1366238595,True,1.0,9600.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
352,20,1.5785529993750804,0.0013154608328125,1.0962173606771392e-06,4,18:04:2013 ,6,3,43.7031462,-72.2905853,1366239795,False,0.0,1200.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
301,20,336.7373401914939,0.2806144501595782,0.0002338453751329,4,18:04:2013 ,6,23,43.7055994,-72.2895182,1366240995,True,1.0,1200.0,"North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",manhole,man_made,,us,1.0
304,20,203.4924136162349,0.1695770113468624,0.0001413141761223,4,18:04:2013 ,6,43,43.7070819,-72.2859662,1366242195,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
211,20,117.57930236772532,0.0979827519731044,8.165229331092038e-05,4,18:04:2013 ,8,23,43.7062042,-72.2884655,1366248195,True,1.0,6000.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
654,20,843.0296935131776,0.701355818230597,0.0005834906973632,4,18:04:2013 ,8,43,43.7000626,-72.2915748,1366249397,True,1.0,1202.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,8.0
655,20,3.1022538351396,0.002585211529283,2.1543429410691667e-06,4,18:04:2013 ,9,23,43.7000509,-72.2915707,1366251795,False,0.0,2398.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,8.0
405,20,384.6077908913487,0.3205064924094573,0.0002670887436745,4,18:04:2013 ,9,43,43.7028528,-72.2899672,1366252995,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
6,20,515.6331619523418,0.2148471508134757,8.951964617228156e-05,4,18:04:2013 ,10,23,43.7066093,-72.286976,1366255395,True,1.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
248,20,66.17431976081019,0.0551452664673418,4.595438872278486e-05,4,18:04:2013 ,13,3,43.70706,-72.2859542,1366264995,True,1.0,9600.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
562,20,833.4854914478658,0.6945712428732215,0.000578809369061,4,18:04:2013 ,20,23,43.7010054,-72.286655,1366291395,True,1.0,26400.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
535,20,38.09160316968408,0.0317165721645995,2.6408469745711545e-05,4,18:04:2013 ,22,43,43.7012554,-72.2870848,1366299796,True,1.0,8401.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,7.0
380,20,590.7622793012916,0.4918919894265542,0.0004095686839521,4,18:04:2013 ,23,3,43.7055592,-72.2869856,1366300997,True,1.0,1201.0,"Fairchild Physical Sciences Center, 19, Fayerweather Hill Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Fairchild Physical Sciences Center,us,1.0
601,20,450.179326107764,0.3757757313086511,0.0003136692247985,4,18:04:2013 ,23,23,43.7088389,-72.2841546,1366302195,True,1.0,1198.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
602,20,5.600252898116547,0.0046668774150971,3.889064512580936e-06,4,18:04:2013 ,23,43,43.7087981,-72.2840959,1366303395,False,0.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
209,20,376.71603702260506,0.3139300308521708,0.0002616083590434,5,19:04:2013 ,0,3,43.7060536,-72.2888545,1366304595,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
221,20,34.67271704637243,0.028893930871977,2.4078275726647523e-05,5,19:04:2013 ,0,23,43.705801,-72.2887065,1366305795,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
563,20,652.4903716454788,0.5437419763712323,0.0004531183136426,5,19:04:2013 ,2,3,43.701058,-72.286669,1366311795,True,1.0,6000.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
343,20,328.42306781494165,0.2736858898457847,0.0002280715748714,5,19:04:2013 ,4,3,43.7034234,-72.2891783,1366318995,True,1.0,7200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
7,20,429.9110128858544,0.3582591774048786,0.000298549314504,5,19:04:2013 ,4,23,43.7065554,-72.2869816,1366320195,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
305,20,61.17794697682503,0.0509816224806875,4.2484685400572935e-05,5,19:04:2013 ,6,3,43.7070785,-72.2859643,1366326195,True,1.0,6000.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
406,20,582.9879972793491,0.2429116655330621,0.0001012131939721,5,19:04:2013 ,6,43,43.7028313,-72.2899708,1366328595,True,1.0,2400.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
448,20,581.0800182557247,0.4846372128905126,0.0004042011783907,5,19:04:2013 ,9,3,43.7070741,-72.2861922,1366336995,True,1.0,8400.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
517,20,3.7747169560712246,0.003142978314797,2.616967789173208e-06,5,19:04:2013 ,9,23,43.7071016,-72.2862235,1366338196,False,0.0,1201.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,1.0
510,20,20.822718621431843,0.0173667377993593,1.4484351792626636e-05,5,19:04:2013 ,9,43,43.7069499,-72.2857309,1366339395,True,1.0,1199.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,1.0
658,20,265.03857696921364,0.2206815794914351,0.0001837481927489,5,19:04:2013 ,21,3,43.7090329,-72.2841527,1366380196,True,1.0,40801.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
603,20,33.381882231358915,0.0278414363897905,2.3220547447698577e-05,5,19:04:2013 ,21,23,43.7087897,-72.284156,1366381395,True,1.0,1199.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
604,20,21.50880845657307,0.0179240070471442,1.4936672539286854e-05,5,19:04:2013 ,21,43,43.7089464,-72.2841398,1366382595,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
306,20,254.7714736081853,0.1061990302660213,4.426804096124275e-05,5,19:04:2013 ,22,23,43.7070903,-72.285944,1366384995,True,1.0,2400.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
307,20,0.4529660478096552,0.000377471706508,3.145597554233717e-07,5,19:04:2013 ,23,3,43.707081,-72.2859536,1366387395,False,0.0,2400.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
204,20,112.22602869383766,0.046760845289099,1.9483685537124595e-05,5,19:04:2013 ,23,43,43.7062634,-72.289134,1366389795,True,1.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
205,20,6.163112498564038,0.0051359270821366,4.279939235113915e-06,6,20:04:2013 ,0,23,43.7062226,-72.2891452,1366392195,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
8,20,49.11268850628159,0.0409272404219013,3.410603368491777e-05,6,20:04:2013 ,0,43,43.7065804,-72.2869321,1366393395,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
308,20,69.89413106193129,0.058245109218276,4.853759101523006e-05,6,20:04:2013 ,1,3,43.7070896,-72.2859444,1366394595,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
222,20,181.5027476603261,0.1512522897169383,0.0001260435747641,6,20:04:2013 ,9,3,43.7058086,-72.2888373,1366423395,True,1.0,28800.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
249,20,167.9412186202015,0.1399510155168346,0.000116625846264,6,20:04:2013 ,9,23,43.7070321,-72.2859371,1366424595,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
223,20,168.38043934498197,0.1403170327874849,0.0001169308606562,1,22:04:2013 ,5,3,43.7058289,-72.2886964,1366581795,True,1.0,157200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
309,20,168.68240008048397,0.1405686667337366,0.0001171405556114,1,22:04:2013 ,8,23,43.7070754,-72.2859513,1366593795,True,1.0,12000.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
605,20,251.847798391121,0.2098731653259341,0.0001748943044382,1,22:04:2013 ,21,3,43.7089362,-72.284139,1366639395,True,1.0,45600.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
606,20,2.704041906569716,0.0022533682554747,1.8778068795623027e-06,1,22:04:2013 ,22,3,43.7089253,-72.2841469,1366642995,False,0.0,3600.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
216,20,368.2191813439931,0.3068493177866609,0.0002557077648222,1,22:04:2013 ,22,23,43.7062427,-72.2885272,1366644195,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
310,20,108.2728508833196,0.0902273757360996,7.518947978008305e-05,2,23:04:2013 ,0,43,43.7070838,-72.2859581,1366652595,True,1.0,8400.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
153,20,34.45289724735848,0.028710747706132,2.3925623088443385e-05,2,23:04:2013 ,4,3,43.7068274,-72.2870214,1366664595,True,1.0,12000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
154,20,8.79853335761403,0.007332111131345,6.1100926094541875e-06,2,23:04:2013 ,4,23,43.7068915,-72.2869474,1366665795,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
9,20,33.49209397779451,0.0279100783148287,2.3258398595690633e-05,2,23:04:2013 ,4,43,43.7066475,-72.286985,1366666995,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
155,20,35.633402455995274,0.0296697772323024,2.4704227503998732e-05,2,23:04:2013 ,8,3,43.706846,-72.2870353,1366678996,True,1.0,12001.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
10,20,22.44244887984503,0.0187176387655087,1.5611041505845524e-05,2,23:04:2013 ,8,23,43.7066825,-72.2869922,1366680195,True,1.0,1199.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
294,20,33.862696299660485,0.0282189135830504,2.3515761319208672e-05,2,23:04:2013 ,8,43,43.7069292,-72.2870319,1366681395,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,3.0
156,20,5.394419502392603,0.0022476747926635,9.36531163609827e-07,2,23:04:2013 ,9,43,43.7068763,-72.2870079,1366684995,False,0.0,3600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
11,20,31.652775570762305,0.0263773129756352,2.198109414636271e-05,2,23:04:2013 ,10,3,43.7066457,-72.287007,1366686195,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
12,20,0.2058941652019162,0.0001715784710015,1.4298205916799737e-07,2,23:04:2013 ,10,23,43.7066442,-72.2870285,1366687395,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
449,20,64.66440861438672,0.0538870071786556,4.490583931554633e-05,2,23:04:2013 ,10,43,43.7071153,-72.2860146,1366688595,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
564,20,838.5504891804554,0.3493960371585231,0.0001455816821493,2,23:04:2013 ,21,3,43.7010024,-72.2865896,1366725795,True,1.0,37200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
520,20,78.31076771407062,0.0326294865475294,1.3595619394803926e-05,2,23:04:2013 ,23,23,43.7015786,-72.2879332,1366734196,True,1.0,8401.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,2.0
498,20,2.23744682114842,0.001866094096037,1.556375392858255e-06,2,23:04:2013 ,23,43,43.7015949,-72.2880042,1366735395,False,0.0,1199.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,8.0
127,20,645.2546425772218,0.5377122021476849,0.0004480935017897,3,24:04:2013 ,0,3,43.7062957,-72.2889524,1366736595,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
128,20,7.892626756785605,0.006577188963988,5.4809908033233365e-06,3,24:04:2013 ,0,43,43.7062875,-72.2890329,1366738995,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
565,20,716.7432616537809,0.5972860513781507,0.0004977383761484,3,24:04:2013 ,1,3,43.7010659,-72.2866125,1366740195,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
